	course	0	1	2	3	4	5	6	7
594	CAMS 235	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music				
596	CAMS 238	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music				
333	CAMS 239	Architecture	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music			
97	CAMS 240	American Studies	Latin American Studies	Music					
99	CAMS 241	American Studies	Music						
1659	CAMS 243	Music	South Asia Studies						
1660	CAMS 250	Music							
1661	CAMS 250H	Music							
336	CAMS 255	Architecture	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music			
598	CAMS 261	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Music					
599	CAMS 270	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
1293	CAMS 271	International Relations - Economics	International Relations - History	International Relations - Political Science	Music				
101	CAMS 272	American Studies	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after					
1022	CAMS 276	Education Studies							
602	CAMS 277	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Music					
600	CAMS 286	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	German Studies	Music				
102	CAMS 292	American Studies							
604	CAMS 300	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
606	CAMS 301	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Music					
1662	CAMS 302	Music							
1663	CAMS 304	Music							
1377	CAMS 305	International Relations - History	International Relations - Political Science	Music					
1664	CAMS 308	Music							
607	CAMS 310	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Music					
608	CAMS 312	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
609	CAMS 313	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music				
1555	CAMS 318	Media Arts and Sciences							
611	CAMS 320	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
342	CAMS 321	Architecture	Media Arts and Sciences	Music					
612	CAMS 324	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Music					
613	CAMS 327	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Music					
614	CAMS 335	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music				
616	CAMS 338	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music				
1665	CAMS 350	Music							
1666	CAMS 350H	Music							
1667	CAMS 360	Music							
618	CAMS 366	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music				
1668	CAMS 370	Music							
1054	CHEM 103	Environmental Studies							
530	CHEM 105	Biochemistry	Biological Sciences	Chemical Physics	Chemistry	Environmental Studies			
531	CHEM 105P	Biochemistry	Biological Sciences						
532	CHEM 116	Biochemistry	Biological Sciences	Environmental Studies					
533	CHEM 120	Biochemistry	Biological Sciences	Chemical Physics	Chemistry				
543	CHEM 205	Biochemistry	Chemical Physics	Chemistry					
544	CHEM 211	Biochemistry	Chemical Physics	Chemistry	Neuroscience				
571	CHEM 212	Chemistry							
572	CHEM 223	Chemistry	Neuroscience						
1677	CHEM 227	Neuroscience							
475	CHEM 302	Astronomy	Chemistry	Education Studies					
476	CHEM 303	Astronomy	Chemistry						
477	CHEM 304	Astronomy	Chemistry						
478	CHEM 305	Astronomy	Chemistry						
479	CHEM 307	Astronomy	Chemistry						
480	CHEM 309	Astronomy	Chemistry						
481	CHEM 310	Astronomy	Chemistry						
482	CHEM 318	Astronomy	Chemistry						
470	CHEM 320	Astronomy	Chemistry						
471	CHEM 323	Astronomy	Chemistry						
472	CHEM 324	Astronomy	Chemistry						
473	CHEM 325	Astronomy	Chemistry	Neuroscience					
483	CHEM 330	Astronomy	Chemical Physics	Chemistry					
484	CHEM 330X	Astronomy	Chemistry						
474	CHEM 331	Astronomy	Chemistry						
485	CHEM 334	Astronomy	Chemistry						
486	CHEM 335	Astronomy	Chemical Physics	Chemistry					
487	CHEM 341	Astronomy	Chemical Physics	Chemistry					
488	CHEM 350	Astronomy	Chemistry						
489	CHEM 350H	Astronomy	Chemistry						
490	CHEM 355	Astronomy	Chemistry						
491	CHEM 360	Astronomy	Chemistry						
492	CHEM 361	Astronomy	Chemistry						
493	CHEM 365	Astronomy	Chemistry						
494	CHEM 370	Astronomy	Chemistry						
1569	CHIN 200	Medieval Renaissance Studies							
932	CHIN 201	East Asian Studies							
894	CHIN 202	East Asian Languages and Cultures	East Asian Studies						
897	CHIN 203	East Asian Languages and Cultures	East Asian Studies						
898	CHIN 204	East Asian Languages and Cultures	East Asian Studies						
914	CHIN 208	East Asian Languages and Cultures	East Asian Studies						
915	CHIN 211	East Asian Languages and Cultures	East Asian Studies	Medieval Renaissance Studies					
1869	CHIN 213	Women's and Gender Studies							
916	CHIN 220	East Asian Languages and Cultures	East Asian Studies						
917	CHIN 226	East Asian Languages and Cultures	East Asian Studies						
918	CHIN 233	East Asian Languages and Cultures	East Asian Studies						
919	CHIN 239	East Asian Languages and Cultures	East Asian Studies						
920	CHIN 243	East Asian Languages and Cultures	East Asian Studies	Women's and Gender Studies					
921	CHIN 244	East Asian Languages and Cultures	East Asian Studies	Theatre Studies					
922	CHIN 245	East Asian Languages and Cultures	East Asian Studies						
895	CHIN 301	East Asian Languages and Cultures							
896	CHIN 302	East Asian Languages and Cultures							
899	CHIN 306	East Asian Languages and Cultures							
923	CHIN 311	East Asian Languages and Cultures	East Asian Studies						
924	CHIN 320	East Asian Languages and Cultures	East Asian Studies						
925	CHIN 326	East Asian Languages and Cultures	East Asian Studies						
926	CHIN 333	East Asian Languages and Cultures	East Asian Studies						
927	CHIN 338	East Asian Languages and Cultures	East Asian Studies						
928	CHIN 344	East Asian Languages and Cultures	East Asian Studies						
929	CHIN 345	East Asian Languages and Cultures	East Asian Studies						
930	CHIN 381	East Asian Languages and Cultures	East Asian Studies						
931	CHIN 382	East Asian Languages and Cultures	East Asian Studies						
662	CLCV 103	Classical Civilization							
663	CLCV 104	Classical Civilization							
664	CLCV 106	Classical Civilization							
665	CLCV 205	Classical Civilization							
666	CLCV 206	Classical Civilization							
667	CLCV 210	Classical Civilization	Comparative Literary Studies	Theatre Studies					
668	CLCV 212	Classical Civilization							
669	CLCV 213	Classical Civilization							
670	CLCV 215	Classical Civilization	International Relations - Economics						
671	CLCV 230	Classical Civilization							
672	CLCV 236	Classical Civilization							
673	CLCV 240	Classical Civilization	Jewish Studies	Middle Eastern Studies					
674	CLCV 241	Classical Civilization							
675	CLCV 243	Classical Civilization							
676	CLCV 250	Classical Civilization							
677	CLCV 250H	Classical Civilization							
678	CLCV 280H	Classical Civilization							
679	CLCV 305	Classical Civilization							
680	CLCV 310	Classical Civilization	Comparative Literary Studies						
681	CLCV 313	Classical Civilization							
682	CLCV 330	Classical Civilization							
683	CLCV 336	Classical Civilization							
684	CLCV 350	Classical Civilization							
685	CLCV 350H	Classical Civilization							
405	CLCV 373	Art History	Classical Civilization	Media Arts and Sciences					
746	CLPT 180	Comparative Literary Studies							
1566	CLPT 247	Medieval Renaissance Studies							
1832	CLPT 284	Russian							
1833	CLPT 294	Russian							
747	CLPT 375	Comparative Literary Studies							
736	CLSC 214	Cognitive and Linguistic Sciences - Psychology Concentration							
699	CLSC 216	Cognitive and Linguistic Sciences - Computer Science Concentration	Cognitive and Linguistic Sciences - Philosophy Concentration	Cognitive and Linguistic Sciences - Psychology Concentration	Education Studies				
731	CLSC 316	Cognitive and Linguistic Sciences - Psychology Concentration	Education Studies						
942	CPLT 236	East Asian Studies							
1065	CPLT 238	Environmental Studies							
1834	CPLT 284	Russian Area Studies							
1835	CPLT 294	Russian Area Studies							
701	CS 111	Cognitive and Linguistic Sciences - Computer Science Concentration	Cognitive and Linguistic Sciences - Psychology Concentration	Computer Science	Data Science	Media Arts and Sciences	Music		
732	CS 112	Cognitive and Linguistic Sciences - Psychology Concentration							
1552	CS 121	Media Arts and Sciences							
852	CS 203	Computer Science	Media Arts and Sciences						
853	CS 204	Computer Science	Media Arts and Sciences						
704	CS 220	Cognitive and Linguistic Sciences - Computer Science Concentration	Computer Science	Media Arts and Sciences					
854	CS 221	Computer Science	Media Arts and Sciences						
702	CS 230	Cognitive and Linguistic Sciences - Computer Science Concentration	Computer Science	Data Science	Media Arts and Sciences				
705	CS 231	Cognitive and Linguistic Sciences - Computer Science Concentration	Computer Science	Media Arts and Sciences					
703	CS 232	Cognitive and Linguistic Sciences - Computer Science Concentration	Computer Science	Data Science	Education Studies	Media Arts and Sciences	Neuroscience		
855	CS 234	Computer Science	Data Science	Media Arts and Sciences					
706	CS 235	Cognitive and Linguistic Sciences - Computer Science Concentration	Cognitive and Linguistic Sciences - Linguistics Concentration	Computer Science					
851	CS 240	Computer Science							
856	CS 242	Computer Science	Media Arts and Sciences						
857	CS 250	Computer Science							
858	CS 250H	Computer Science							
707	CS 251	Cognitive and Linguistic Sciences - Computer Science Concentration	Computer Science						
859	CS 301	Computer Science							
860	CS 304	Computer Science	Data Science	Media Arts and Sciences					
708	CS 305	Cognitive and Linguistic Sciences - Computer Science Concentration	Computer Science	Data Science	Media Arts and Sciences	Neuroscience			
861	CS 307	Computer Science	Media Arts and Sciences						
862	CS 313	Computer Science	Data Science						
863	CS 315	Computer Science	Data Science	Media Arts and Sciences					
864	CS 317	Computer Science							
865	CS 320	Computer Science	Media Arts and Sciences						
866	CS 321	Computer Science	Media Arts and Sciences						
709	CS 323	Cognitive and Linguistic Sciences - Computer Science Concentration	Computer Science	Media Arts and Sciences					
867	CS 331	Computer Science							
710	CS 332	Cognitive and Linguistic Sciences - Computer Science Concentration	Media Arts and Sciences	Neuroscience					
868	CS 333	Computer Science							
869	CS 341	Computer Science							
870	CS 342	Computer Science	Data Science						
871	CS 343	Computer Science	Data Science						
872	CS 349H	Computer Science							
873	CS 350	Computer Science							
874	CS 350H	Computer Science							
875	CS 360	Computer Science							
876	CS 370	Computer Science							
893	EALC 221	East Asian Languages and Cultures	East Asian Studies	Religion					
900	EALC 225	East Asian Languages and Cultures	East Asian Studies	Religion					
901	EALC 236	East Asian Languages and Cultures	East Asian Studies	Religion					
902	EALC 325	East Asian Languages and Cultures	East Asian Studies	Religion					
903	EALC 345	East Asian Languages and Cultures	East Asian Studies	Religion					
958	ECON 101	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science				
960	ECON 102	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science				
880	ECON 103	Data Science	Economics	International Relations - Economics					
959	ECON 201	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science				
961	ECON 202	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science				
892	ECON 203	Data Science	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science			
962	ECON 213	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science				
963	ECON 214	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science				
964	ECON 220	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science				
104	ECON 222	American Studies	Economics	International Relations - History	International Relations - Political Science				
105	ECON 226	American Studies	Economics	Education Studies	International Relations - History	International Relations - Political Science			
107	ECON 228	American Studies	Economics	International Relations - History	International Relations - Political Science				
966	ECON 229	Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
109	ECON 232	American Studies	Economics	International Relations - History	International Relations - Political Science				
967	ECON 233	Economics	International Relations - History	International Relations - Political Science					
968	ECON 241	Economics	Education Studies	International Relations - History	International Relations - Political Science	Latin American Studies			
110	ECON 243	American Studies							
1378	ECON 250	International Relations - History	International Relations - Political Science						
1379	ECON 250H	International Relations - History	International Relations - Political Science						
1380	ECON 251H	International Relations - History	International Relations - Political Science						
969	ECON 301	Economics	International Relations - History	International Relations - Political Science					
970	ECON 302	Economics	International Relations - History	International Relations - Political Science					
971	ECON 303	Economics	International Relations - History	International Relations - Political Science					
111	ECON 306	American Studies	Economics	International Relations - History	International Relations - Political Science				
112	ECON 311	American Studies	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies		
972	ECON 312	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science				
973	ECON 313	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science				
974	ECON 314	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science				
113	ECON 318	American Studies	Economics	International Relations - History	International Relations - Political Science				
975	ECON 320	Economics	International Relations - Economics	International Relations - History	International Relations - Political Science				
976	ECON 322	Economics	International Relations - History	International Relations - Political Science					
977	ECON 323	Economics	International Relations - History	International Relations - Political Science					
978	ECON 324	Economics	International Relations - History	International Relations - Political Science					
114	ECON 326	American Studies	Economics	Education Studies	International Relations - History	International Relations - Political Science			
979	ECON 327	Economics	Education Studies	International Relations - History	International Relations - Political Science				
980	ECON 328	Economics	Environmental Studies	International Relations - Economics	International Relations - History	International Relations - Political Science			
115	ECON 332	American Studies	Economics	International Relations - History	International Relations - Political Science				
116	ECON 334	American Studies	Economics	International Relations - History	International Relations - Political Science				
981	ECON 335	Economics	International Relations - History	International Relations - Political Science					
117	ECON 341	American Studies	Economics	International Relations - History	International Relations - Political Science				
1381	ECON 350	International Relations - History	International Relations - Political Science						
1382	ECON 360	International Relations - History	International Relations - Political Science						
1383	ECON 370	International Relations - History	International Relations - Political Science						
1733	EDUC 102	Philosophy							
990	EDUC 103Y	Education Studies							
992	EDUC 117Y	Education Studies							
993	EDUC 200	Education Studies							
994	EDUC 201	Education Studies							
995	EDUC 207	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science				
997	EDUC 212	Education Studies							
998	EDUC 213	Education Studies							
982	EDUC 214	Education Studies	Women's and Gender Studies						
118	EDUC 215	American Studies	Education Studies						
120	EDUC 216	American Studies	Education Studies						
999	EDUC 217	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science				
106	EDUC 226	American Studies	Economics	Education Studies	International Relations - History	International Relations - Political Science			
988	EDUC 227	Education Studies	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
1008	EDUC 300	Education Studies							
1009	EDUC 303	Education Studies							
1010	EDUC 304	Education Studies							
1011	EDUC 305	Education Studies							
1000	EDUC 308	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science				
716	EDUC 310	Cognitive and Linguistic Sciences - Linguistics Concentration	Education Studies						
1001	EDUC 313	Education Studies							
1012	EDUC 314	Education Studies							
989	EDUC 317	Education Studies							
1002	EDUC 321	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies			
1013	EDUC 325	Education Studies	Spanish						
1005	EDUC 328	Education Studies							
983	EDUC 330	Education Studies							
1006	EDUC 332	Education Studies							
121	EDUC 334	American Studies	Education Studies						
122	EDUC 335	American Studies	Education Studies						
984	EDUC 339	Education Studies							
985	EDUC 360	Education Studies							
986	EDUC 370	Education Studies							
759	ENG 103	Comparative Literary Studies	English	English and Creative Writing					
760	ENG 106	Comparative Literary Studies							
761	ENG 111D	Comparative Literary Studies	English	English and Creative Writing					
762	ENG 112	Comparative Literary Studies	Medieval Renaissance Studies						
763	ENG 113	Comparative Literary Studies							
764	ENG 115	Comparative Literary Studies							
758	ENG 116	Comparative Literary Studies							
765	ENG 119	Comparative Literary Studies	English	English and Creative Writing					
766	ENG 120	Comparative Literary Studies	English	English and Creative Writing					
767	ENG 121	Comparative Literary Studies	English	English and Creative Writing					
768	ENG 150	Comparative Literary Studies							
769	ENG 150Y	Comparative Literary Studies							
782	ENG 200	Comparative Literary Studies							
783	ENG 202	Comparative Literary Studies	English and Creative Writing						
784	ENG 203	Comparative Literary Studies	English and Creative Writing						
578	ENG 204	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Comparative Literary Studies	English and Creative Writing	Media Arts and Sciences			
785	ENG 205	Comparative Literary Studies	English and Creative Writing						
1047	ENG 206	English and Creative Writing							
580	ENG 208	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Comparative Literary Studies	English and Creative Writing	Media Arts and Sciences			
786	ENG 210	Comparative Literary Studies	Medieval Renaissance Studies						
787	ENG 211	Comparative Literary Studies	English	English and Creative Writing	Medieval Renaissance Studies				
788	ENG 213	Comparative Literary Studies	English	English and Creative Writing	Medieval Renaissance Studies				
789	ENG 214	Comparative Literary Studies	English	English and Creative Writing	Medieval Renaissance Studies				
790	ENG 220	Comparative Literary Studies							
791	ENG 221	Comparative Literary Studies	English	English and Creative Writing	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies
792	ENG 222	Comparative Literary Studies	English	English and Creative Writing	Medieval Renaissance Studies				
793	ENG 223	Comparative Literary Studies	English	English and Creative Writing	Medieval Renaissance Studies	Theatre Studies			
794	ENG 224	Comparative Literary Studies	English	English and Creative Writing	Medieval Renaissance Studies	Theatre Studies			
795	ENG 227	Comparative Literary Studies	English	English and Creative Writing	Medieval Renaissance Studies				
796	ENG 234	Comparative Literary Studies	English	English and Creative Writing					
797	ENG 241	Comparative Literary Studies	English	English and Creative Writing					
798	ENG 242	Comparative Literary Studies							
799	ENG 245	Comparative Literary Studies	English	English and Creative Writing					
800	ENG 246	Comparative Literary Studies							
1567	ENG 247	Medieval Renaissance Studies							
781	ENG 247/	Comparative Literary Studies							
772	ENG 248	Comparative Literary Studies	English	English and Creative Writing					
801	ENG 249	Comparative Literary Studies							
123	ENG 251	American Studies	Comparative Literary Studies						
124	ENG 252	American Studies	Comparative Literary Studies	English	English and Creative Writing				
125	ENG 253	American Studies	Comparative Literary Studies						
802	ENG 254	Comparative Literary Studies							
803	ENG 257	Comparative Literary Studies							
773	ENG 258	Comparative Literary Studies	Jewish Studies						
804	ENG 259	Comparative Literary Studies							
770	ENG 260	Comparative Literary Studies	International Relations - History	International Relations - Political Science					
774	ENG 261	Comparative Literary Studies							
775	ENG 262	Comparative Literary Studies							
805	ENG 264	Comparative Literary Studies							
77	ENG 265	American Studies	Comparative Literary Studies	International Relations - History	International Relations - Political Science				
776	ENG 266	Comparative Literary Studies							
806	ENG 267	Comparative Literary Studies							
777	ENG 268	Comparative Literary Studies							
771	ENG 269	Comparative Literary Studies							
126	ENG 270	American Studies	Comparative Literary Studies						
807	ENG 271	Comparative Literary Studies							
808	ENG 272	Comparative Literary Studies	English	English and Creative Writing	Jewish Studies	Women's and Gender Studies			
809	ENG 274	Comparative Literary Studies							
71	ENG 279	American Studies	Comparative Literary Studies	International Relations - History	International Relations - Political Science	Women's and Gender Studies			
810	ENG 280	Comparative Literary Studies							
811	ENG 283	Comparative Literary Studies	English	English and Creative Writing					
812	ENG 284	Comparative Literary Studies	English	English and Creative Writing					
813	ENG 286	Comparative Literary Studies	English	English and Creative Writing					
814	ENG 287	Comparative Literary Studies							
815	ENG 289	Comparative Literary Studies							
816	ENG 290	Comparative Literary Studies							
128	ENG 291	American Studies	Comparative Literary Studies	English	English and Creative Writing				
103	ENG 292	American Studies	Comparative Literary Studies						
129	ENG 294	American Studies	Comparative Literary Studies	English	English and Creative Writing	Women's and Gender Studies			
749	ENG 295	Comparative Literary Studies	International Relations - Economics	International Relations - History	International Relations - Political Science				
779	ENG 296	Comparative Literary Studies	English	English and Creative Writing					
778	ENG 297	Comparative Literary Studies	Education Studies	Women's and Gender Studies					
817	ENG 298	Comparative Literary Studies	English	English and Creative Writing	Latin American Studies				
780	ENG 299	Comparative Literary Studies							
821	ENG 301	Comparative Literary Studies	English and Creative Writing						
822	ENG 302	Comparative Literary Studies	English and Creative Writing						
820	ENG 308	Comparative Literary Studies							
823	ENG 311	Comparative Literary Studies	English	English and Creative Writing	Medieval Renaissance Studies				
824	ENG 314	Comparative Literary Studies	English	English and Creative Writing					
825	ENG 315	Comparative Literary Studies	Medieval Renaissance Studies						
826	ENG 316	Comparative Literary Studies	Medieval Renaissance Studies						
827	ENG 317	Comparative Literary Studies	English	English and Creative Writing	Medieval Renaissance Studies				
828	ENG 319	Comparative Literary Studies							
1572	ENG 324	Medieval Renaissance Studies	Theatre Studies						
829	ENG 325	Comparative Literary Studies	English	English and Creative Writing	Medieval Renaissance Studies				
830	ENG 335	Comparative Literary Studies	English	English and Creative Writing					
831	ENG 336	Comparative Literary Studies	English	English and Creative Writing					
832	ENG 341	Comparative Literary Studies	English	English and Creative Writing					
833	ENG 342	Comparative Literary Studies	English	English and Creative Writing					
834	ENG 345	Comparative Literary Studies	English	English and Creative Writing					
835	ENG 346	Comparative Literary Studies	English	English and Creative Writing	Women's and Gender Studies				
836	ENG 347	Comparative Literary Studies	English	English and Creative Writing					
837	ENG 349	Comparative Literary Studies	English	English and Creative Writing					
838	ENG 350	Comparative Literary Studies							
839	ENG 350H	Comparative Literary Studies							
840	ENG 351H	Comparative Literary Studies							
841	ENG 355	Comparative Literary Studies							
130	ENG 356	American Studies	Comparative Literary Studies						
131	ENG 357	American Studies	Comparative Literary Studies	Women's and Gender Studies					
842	ENG 358	Comparative Literary Studies	English	English and Creative Writing					
843	ENG 360	Comparative Literary Studies							
844	ENG 370	Comparative Literary Studies							
845	ENG 382	Comparative Literary Studies							
818	ENG 383	Comparative Literary Studies	Women's and Gender Studies						
819	ENG 386	Comparative Literary Studies							
1870	ENG 387	Women's and Gender Studies							
846	ENG 388	Comparative Literary Studies	English	English and Creative Writing					
847	ENG 389	Comparative Literary Studies							
848	ENG 393	Comparative Literary Studies							
849	ENG 399H	Comparative Literary Studies							
1549	ENGR 120	Latin American Studies							
1023	ENGR 305	Education Studies							
1051	ES 100	Environmental Studies							
1052	ES 101	Environmental Studies							
1049	ES 102	Environmental Studies							
1056	ES 105	Environmental Studies							
1126	ES 201	Geosciences							
1050	ES 214	Environmental Studies	International Relations - History						
108	ES 228	American Studies	Economics	International Relations - History	International Relations - Political Science				
1542	ES 229	Latin American Studies							
1058	ES 233	Environmental Studies							
1060	ES 234	Environmental Studies							
750	ES 238	Comparative Literary Studies	Environmental Studies						
569	ES 247	Biological Sciences							
1374	ES 265	International Relations - History	International Relations - Political Science						
359	ES 267	Art History	Environmental Studies						
1063	ES 299	Environmental Studies	International Relations - Economics	International Relations - History	International Relations - Political Science				
1066	ES 300	Environmental Studies							
1273	ES 312	International Relations - Economics	International Relations - History						
1280	ES 325	International Relations - Economics	International Relations - History						
1363	ES 328	International Relations - Economics	International Relations - History	International Relations - Political Science					
1543	ES 329	Latin American Studies							
1270	ES 381	International Relations - Economics	International Relations - History						
1067	ES 398	Environmental Studies							
1068	ES 399	Environmental Studies							
1070	EXTD 123	Environmental Studies							
1071	EXTD 128	Environmental Studies							
1085	FREN 202	French and Francophone Studies	French Cultural Studies						
1086	FREN 205	French and Francophone Studies	French Cultural Studies						
1087	FREN 206	French and Francophone Studies	French Cultural Studies						
1089	FREN 207	French and Francophone Studies	French Cultural Studies						
1102	FREN 208	French and Francophone Studies	French Cultural Studies						
1103	FREN 209	French and Francophone Studies	French Cultural Studies						
1083	FREN 210	French and Francophone Studies	French Cultural Studies	Medieval Renaissance Studies					
717	FREN 211	Cognitive and Linguistic Sciences - Linguistics Concentration	French and Francophone Studies	French Cultural Studies					
1084	FREN 212	French and Francophone Studies	French Cultural Studies						
1104	FREN 213	French and Francophone Studies	French Cultural Studies						
1105	FREN 214	French and Francophone Studies	French Cultural Studies						
1106	FREN 217	French and Francophone Studies	French Cultural Studies						
32	FREN 218	Africana Studies - Africa Concentration	Africana Studies - The Caribbean and Latin America Concentration						
1090	FREN 220	French and Francophone Studies	French Cultural Studies						
1107	FREN 221	French and Francophone Studies	French Cultural Studies						
623	FREN 222	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	French and Francophone Studies	French Cultural Studies				
1108	FREN 224	French and Francophone Studies	French Cultural Studies	Medieval Renaissance Studies					
1091	FREN 225	French and Francophone Studies	French Cultural Studies						
1088	FREN 226	French and Francophone Studies	French Cultural Studies						
1092	FREN 227	French and Francophone Studies	French Cultural Studies						
1109	FREN 228	French and Francophone Studies	French Cultural Studies						
132	FREN 229	American Studies	French and Francophone Studies	French Cultural Studies					
1093	FREN 230	French and Francophone Studies	French Cultural Studies						
1094	FREN 232	French and Francophone Studies	French Cultural Studies	Jewish Studies					
1095	FREN 233	French and Francophone Studies	French Cultural Studies						
751	FREN 234	Comparative Literary Studies							
1110	FREN 235	French and Francophone Studies	French Cultural Studies						
1096	FREN 237	French and Francophone Studies	French Cultural Studies						
1111	FREN 241	French and Francophone Studies	French Cultural Studies						
1112	FREN 278	French and Francophone Studies	French Cultural Studies	Medieval Renaissance Studies					
605	FREN 300	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Environmental Studies	French and Francophone Studies	French Cultural Studies			
1113	FREN 302	French and Francophone Studies	French Cultural Studies						
1114	FREN 303	French and Francophone Studies	French Cultural Studies	Medieval Renaissance Studies					
1097	FREN 305	French and Francophone Studies	French Cultural Studies						
1115	FREN 306	French and Francophone Studies	French Cultural Studies						
1116	FREN 307	French and Francophone Studies	French Cultural Studies						
718	FREN 308	Cognitive and Linguistic Sciences - Linguistics Concentration	French and Francophone Studies	French Cultural Studies					
1117	FREN 313	French and Francophone Studies	French Cultural Studies						
624	FREN 314	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	French and Francophone Studies	French Cultural Studies				
1118	FREN 315	French and Francophone Studies	French Cultural Studies						
1119	FREN 317	French and Francophone Studies	French Cultural Studies						
1120	FREN 319	French and Francophone Studies	French Cultural Studies						
1098	FREN 322	French and Francophone Studies	French Cultural Studies						
1099	FREN 323	French and Francophone Studies	French Cultural Studies	Women's and Gender Studies					
1100	FREN 324	French and Francophone Studies	French Cultural Studies						
33	FREN 330	Africana Studies - Africa Concentration	Africana Studies - The Caribbean and Latin America Concentration	French and Francophone Studies	French Cultural Studies				
1101	FREN 332	French and Francophone Studies	French Cultural Studies						
1121	FREN 333	French and Francophone Studies	French Cultural Studies	Medieval Renaissance Studies					
1122	FREN 356	French and Francophone Studies	French Cultural Studies						
1055	GEOS 101	Environmental Studies	Geosciences						
1072	GEOS 102	Environmental Studies	Geosciences						
1123	GEOS 200	Geosciences							
1125	GEOS 201	Geosciences							
1124	GEOS 203	Geosciences							
1073	GEOS 208	Environmental Studies	Geosciences						
1127	GEOS 210	Geosciences							
1074	GEOS 215	Environmental Studies							
1128	GEOS 218	Geosciences							
1129	GEOS 220	Geosciences							
1069	GEOS 223	Environmental Studies	Geosciences						
1075	GEOS 230	Environmental Studies							
442	GEOS 304	Astronomy	Environmental Studies	Geosciences					
441	GEOS 313	Astronomy	Geosciences						
443	GEOS 315	Astronomy	Environmental Studies	Geosciences					
444	GEOS 316	Astronomy	Geosciences						
445	GEOS 317	Astronomy	Geosciences						
446	GEOS 318	Astronomy	Geosciences						
447	GEOS 320	Astronomy	Environmental Studies	Geosciences					
448	GEOS 350	Astronomy	Geosciences						
449	GEOS 350G	Astronomy	Geosciences						
450	GEOS 360	Astronomy	Geosciences						
451	GEOS 370	Astronomy	Geosciences						
1130	GER 201	German Studies							
